symbol,sex,statistic_diet,p.adj_diet,statistic_treatment_FOSGOS,p.adj_treatment_FOSGOS,statistic_treatment_1472,p.adj_treatment_1472,restoration_FOSGOS,restoration_1472
Numa1,M,0.773691592,0.464,-0.836426498,1,-0.137687436,1,not restored,not restored
Numb,F,1.935792997,0.096,0.737542838,1,0.139717325,1,not restored,not restored
Numb,M,-1.134167244,0.298,-0.181789776,1,-0.057975496,1,not restored,not restored
Numbl,F,-0.507135936,0.631,-1.378546277,0.483,0.280721224,0.785,not restored,not restored
Numbl,M,0.423576071,0.684,0.478622718,1,0.84415509,1,not restored,not restored
Nup107,F,0.109959524,0.915,0.044229691,1,0.38147225,1,not restored,not restored
Nup107,M,-0.00292153,0.998,-1.136778475,0.711,-0.435316951,0.711,not restored,not restored
Nup133,F,1.955757343,0.085,-0.209927158,1,0.681912282,1,not restored,not restored
Nup133,M,-0.506792488,0.631,0.018659787,1,-0.555940999,1,not restored,not restored
Nup153,F,1.62197046,0.147,-0.209800653,1,-0.641744176,1,not restored,not restored
Nup153,M,-0.369755857,0.723,-1.084649477,0.63,-1.481750812,0.513,not restored,not restored
Nup155,F,1.710852686,0.131,-0.282128353,1,-0.252680648,1,not restored,not restored
Nup155,M,-1.086748638,0.315,0.484384112,0.656,-1.031598061,0.656,not restored,not restored
Nup160,F,1.967509038,0.082,0.181567029,1,0.395565192,1,not restored,not restored
Nup160,M,-1.688118698,0.14,0.346886979,0.737,-1.057151339,0.636,not restored,not restored
Nup188,F,-0.007402243,0.994,0.337727052,0.743,2.841865566,0.049,not restored,not restored
Nup188,M,1.342147876,0.211,-0.246538913,1,-0.626427601,1,not restored,not restored
Nup205,F,3.382149007,0.019,0.563577707,0.59,-3.089230678,0.04,not restored,restored
Nup205,M,-0.355958227,0.735,-0.177227442,0.873,-0.888643699,0.873,not restored,not restored
Nup210,F,-0.363684403,0.726,1.507108278,0.393,1.733873342,0.393,not restored,not restored
Nup210,M,1.470313504,0.172,1.44730404,0.546,0.125871238,0.903,not restored,not restored
Nup210l,F,1.029796771,0.33,-1.086586509,0.774,-1.223282878,0.774,not restored,not restored
Nup210l,M,-0.170680568,0.87,0.535740603,0.73,-0.966433624,0.73,not restored,not restored
Nup214,F,-0.20237463,0.844,0.265829429,0.797,1.611828815,0.298,not restored,not restored
Nup214,M,0.937638531,0.376,-0.398953331,0.99,0.708735551,0.99,not restored,not restored
Nup35,F,1.97158144,0.092,1.240598801,0.486,-0.802105682,0.486,not restored,not restored
Nup35,M,-1.05426372,0.327,-0.478343384,1,-0.122810412,1,not restored,not restored
Nup37,F,1.591593366,0.144,-0.168102432,1,0.167577311,1,not restored,not restored
Nup37,M,-1.030079198,0.328,0.503721563,1,-0.138304811,1,not restored,not restored
Nup43,F,0.377947995,0.72,-1.223480566,0.538,-2.980526904,0.043,not restored,not restored
Nup43,M,-0.397975574,0.7,-1.102958502,0.614,-2.296661757,0.144,not restored,not restored
Nup50,F,1.520638902,0.161,-0.927135268,1,-0.365366549,1,not restored,not restored
Nup50,M,-1.080573731,0.314,-0.461402516,1,-0.607556723,1,not restored,not restored
Nup54,F,1.073281723,0.315,-1.055001402,0.638,0.567153667,0.638,not restored,not restored
Nup54,M,-1.051072401,0.335,0.942144606,0.75,-0.50139921,0.75,not restored,not restored
Nup62,F,-1.571293006,0.156,0.975285746,1,0.456686778,1,not restored,not restored
Nup62,M,2.208632905,0.057,-0.454857662,1,-0.1132082,1,not restored,not restored
Nup62cl,F,-1.026336351,0.343,1.814968703,0.226,-1.229752388,0.251,not restored,not restored
Nup62cl,M,-0.357318262,0.731,0.196139168,0.849,1.722106233,0.27,not restored,not restored
Nup85,F,0.735787214,0.482,0.213049246,1,0.803596485,1,not restored,not restored
Nup85,M,-5.124292793,0.000568,2.590139309,0.122,1.288078921,0.5,not restored,not restored
Nup88,F,1.145708178,0.28,0.019867465,1,0.82449558,1,not restored,not restored
Nup88,M,-0.551888088,0.598,-0.126852493,1,-0.423466988,1,not restored,not restored
Nup93,F,1.584044668,0.145,-0.279915338,1,0.153687644,1,not restored,not restored
Nup93,M,0.38672003,0.714,-1.242428224,0.486,-1.945143501,0.243,not restored,not restored
Nup98,F,1.015952707,0.339,0.286473782,1,0.729306787,1,not restored,not restored
Nup98,M,-0.731055247,0.487,0.331726504,0.834,-0.846791038,0.834,not restored,not restored
Nupl2,F,1.142550067,0.28,0.187902011,1,-0.017460587,1,not restored,not restored
Nupl2,M,-0.205986369,0.842,0.44774767,1,-0.371027115,1,not restored,not restored
Nupr1,F,-0.217709866,0.834,-1.48469455,0.438,0.138779672,0.892,not restored,not restored
Nupr1,M,-0.147644774,0.886,-1.002420488,1,0.276378307,1,not restored,not restored
Nupr1l,F,-2.014560382,0.086,1.987663517,0.179,2.484406005,0.125,not restored,not restored
Nupr1l,M,0.638413211,0.545,1.275930998,0.466,1.89346024,0.263,not restored,not restored
Nus1,F,1.101366609,0.317,0.827297515,0.866,2.713899201,0.073,not restored,not restored
Nus1,M,-0.930209981,0.394,0.287694611,1,-0.230692369,1,not restored,not restored
Nusap1,F,0.933117421,0.385,0.997009402,0.646,-1.04274531,0.646,not restored,not restored
Nusap1,M,-0.638982287,0.54,-0.02371496,1,-0.076892958,1,not restored,not restored
Nutf2,F,0.763982393,0.476,0.207535143,1,0.045044103,1,not restored,not restored
Nutf2,M,2.141984788,0.065,-0.941609248,0.738,0.201818797,0.844,not restored,not restored
Nutf2-ps1,F,-0.49769907,0.631,1.144131458,0.846,0.894142407,0.846,not restored,not restored
Nutf2-ps1,M,-0.267731861,0.794,-0.896474094,0.846,0.233317715,0.846,not restored,not restored
Nvl,F,2.596027306,0.032,-0.18943842,1,-1.047484546,0.978,not restored,not restored
Nvl,M,0.188578437,0.857,-0.529329714,0.705,-1.263585321,0.705,not restored,not restored
Nwd1,F,3.297450998,0.011,-0.164692857,0.874,-2.641321947,0.102,not restored,not restored
Nwd1,M,0.391810603,0.703,0.599689271,0.563,-1.231811135,0.494,not restored,not restored
Nwd2,F,2.741570782,0.022,-0.116704016,0.91,-1.413247931,0.564,not restored,not restored
Nwd2,M,0.756611238,0.479,-1.196410294,0.554,-1.489921027,0.513,not restored,not restored
Nxf1,F,0.439722697,0.67,0.573074312,1,0.483554234,1,not restored,not restored
Nxf1,M,-2.028052114,0.072,1.462070304,0.528,0.451716881,1,not restored,not restored
Nxf3,F,-0.600910141,0.568,0.753637101,1,0.316889923,1,not restored,not restored
Nxf3,M,-0.479278878,0.642,-0.576974195,1,0.058925987,1,not restored,not restored
Nxn,F,0.345301537,0.741,-1.007234802,1,-0.820669638,1,not restored,not restored
Nxn,M,0.974211078,0.358,-0.639878358,1,0.013181676,1,not restored,not restored
Nxnl2,F,-2.263952363,0.047,1.412733144,0.573,0.873779999,0.81,not restored,not restored
Nxnl2,M,0.312353707,0.763,-0.210777629,1,0.450975636,1,not restored,not restored
Nxpe2,F,-0.947876805,0.386,-1.801236887,0.208,0.755239971,0.468,not restored,not restored
Nxpe2,M,0.074186594,0.942,-0.808940084,0.88,-1.55777606,0.456,not restored,not restored
Nxpe3,F,1.555853338,0.17,-2.344403932,0.128,-1.210910483,0.41,not restored,not restored
Nxpe3,M,-0.455678332,0.667,0.341044229,1,0.440917998,1,not restored,not restored
Nxpe4,F,1.547952735,0.161,-0.77828097,1,0.233357178,1,not restored,not restored
Nxpe4,M,0.246959518,0.815,-0.180642151,1,-0.516705014,1,not restored,not restored
Nxpe5,F,-0.993061248,0.366,-0.12628324,1,0.881382019,1,not restored,not restored
Nxpe5,M,-1.347580494,0.218,-0.254133956,0.978,0.846041769,0.978,not restored,not restored
Nxph1,F,2.422805343,0.054,-1.347024727,0.678,-1.016717658,0.684,not restored,not restored
Nxph1,M,-0.039946997,0.97,0.006764609,1,-0.161587822,1,not restored,not restored
Nxph2,F,0.680312147,0.522,-0.499415156,0.63,-2.980127056,0.042,not restored,not restored
Nxph2,M,-2.70019575,0.026,-1.052237828,0.936,-1.068993173,0.936,not restored,not restored
Nxph3,F,0.295812516,0.778,-1.040005473,0.654,-1.583416277,0.432,not restored,not restored
Nxph3,M,2.153972288,0.075,-1.11679631,0.598,0.667203267,0.598,not restored,not restored
Nxph4,F,-0.594991369,0.578,1.034778355,1,-0.327165364,1,not restored,not restored
Nxph4,M,1.42472218,0.208,-0.739381312,0.97,0.446060764,0.97,not restored,not restored
Nxt1,F,1.021044754,0.331,0.708119717,0.99,-0.335045185,0.99,not restored,not restored
Nxt1,M,-1.000070924,0.35,0.582611165,1,0.905022859,1,not restored,not restored
Nxt2,F,1.750225708,0.132,-0.14432705,1,-0.648671943,1,not restored,not restored
Nxt2,M,-0.822124023,0.448,0.148345001,1,0.13767465,1,not restored,not restored
Nyap1,F,-1.302434062,0.247,0.920485908,0.58,1.504091139,0.531,not restored,not restored
Nyap1,M,1.048747907,0.341,-0.326403304,1,0.31230065,1,not restored,not restored
Nyap2,F,1.895909508,0.108,0.230079284,1,-0.191279012,1,not restored,not restored
Nyap2,M,-0.689173229,0.518,-0.243115993,1,-0.894453076,1,not restored,not restored
Nynrin,F,-0.00519969,0.996,-0.557060623,1,-1.051259153,0.972,not restored,not restored
Nynrin,M,1.443128918,0.19,-1.02745198,0.993,-0.405360544,1,not restored,not restored
Nyx,F,-2.383561452,0.058,0.230377932,1,1.596021715,0.429,not restored,not restored
Nyx,M,0.647305136,0.533,-0.757825572,0.956,0.078478743,0.956,not restored,not restored
Oacyl,F,0.951836968,0.364,-0.155669887,1,0.221079998,1,not restored,not restored
Oacyl,M,0.863131753,0.409,0.441957803,1,0.673166368,1,not restored,not restored
Oaf,F,-0.016495157,0.987,-0.679607924,0.513,1.422646888,0.41,not restored,not restored
Oaf,M,2.230320824,0.061,0.690767663,1,1.575196599,0.444,not restored,not restored
Oard1,F,1.221411317,0.274,0.329708578,0.749,1.431191744,0.555,not restored,not restored
Oard1,M,-0.507680836,0.624,0.335115741,1,0.499357768,1,not restored,not restored
Oas1a,F,-0.175475178,0.866,-0.024622746,1,-0.632073038,1,not restored,not restored
Oas1a,M,-0.579590461,0.576,0.172576806,1,-0.406973188,1,not restored,not restored
Oas1b,F,0.93103876,0.384,0.661856407,1,1.054944083,0.969,not restored,not restored
Oas1b,M,-0.014945061,0.988,0.087554708,0.933,2.029205551,0.226,not restored,not restored
Oas1c,F,0.724562703,0.486,0.087930766,1,0.887976523,1,not restored,not restored
Oas1c,M,2.866240013,0.027,-1.212367536,0.759,-0.335952129,1,not restored,not restored
Oas2,F,2.582521631,0.028,0.884121006,0.736,-1.753730434,0.339,not restored,not restored
Oas2,M,0.515937452,0.62,1.501578261,0.345,0.038167852,0.971,not restored,not restored
Oas3,F,0.192036431,0.852,0.809444711,0.969,-0.314283762,0.969,not restored,not restored
Oas3,M,0.524133376,0.613,-0.319876885,0.756,-2.053643573,0.234,not restored,not restored
Oasl2,F,1.092509995,0.301,-0.131696245,0.898,-0.952057505,0.762,not restored,not restored
Oasl2,M,-0.928475258,0.39,0.846686005,1,0.570400592,1,not restored,not restored
Oat,F,1.65099821,0.157,-1.105687852,0.915,-0.229128883,0.915,not restored,not restored
Oat,M,-0.805546843,0.454,0.818158716,1,0.261806511,1,not restored,not restored
Oaz1,F,2.798726869,0.032,0.030829241,1,1.78969485,0.312,not restored,not restored
Oaz1,M,0.263690709,0.798,1.580903777,0.402,1.64496472,0.402,not restored,not restored
Oaz1-ps,F,0.339556585,0.746,-1.414082304,0.564,-1.417126852,0.564,not restored,not restored
Oaz1-ps,M,1.238547944,0.268,-0.370838194,1,-0.021630291,1,not restored,not restored
Oaz2,F,0.319675764,0.759,0.267193813,1,-0.498893407,1,not restored,not restored
Oaz2,M,-0.534136405,0.612,0.909233773,0.804,2.058331468,0.26,not restored,not restored
Oaz3,F,4.955024427,0.002,-0.555572262,0.591,1.138154672,0.578,not restored,not restored
Oaz3,M,0.767844391,0.462,-1.038875228,0.981,-0.221063739,0.981,not restored,not restored
Obi1,F,2.310607224,0.066,-1.113447996,0.626,-2.351952283,0.167,not restored,not restored
Obi1,M,-1.599918054,0.146,-0.266554778,0.798,-1.047890028,0.774,not restored,not restored
Obox3,F,-0.274131143,0.79,-0.710283404,1,-0.866670855,1,not restored,not restored
Obox3,M,-0.033739868,0.974,0.036862025,1,0.40227501,1,not restored,not restored
Obscn,F,-3.814857578,0.007,-0.272925499,0.792,1.482729272,0.516,not restored,not restored
Obscn,M,0.025393669,0.98,-0.605101445,1,-1.361683609,0.609,not restored,not restored
Obsl1,F,-1.082577038,0.324,0.047357068,1,0.697688187,1,not restored,not restored
Obsl1,M,0.85043879,0.432,0.146554559,1,0.627113837,1,not restored,not restored
Ocel1,F,-0.638783571,0.537,-0.51370853,1,-0.328727611,1,not restored,not restored
Ocel1,M,0.508814843,0.624,-0.474959199,1,0.633110482,1,not restored,not restored
Ociad1,F,1.275926725,0.251,1.047796997,0.656,1.984649774,0.266,not restored,not restored
Ociad1,M,0.429982652,0.68,-2.148340764,0.172,-0.916982026,0.778,not restored,not restored
Ociad2,F,1.423463212,0.19,-0.478851179,1,0.401212784,1,not restored,not restored
Ociad2,M,0.160460328,0.877,-0.275888352,1,-0.094043092,1,not restored,not restored
Ocln,F,0.456154804,0.662,-0.881273317,0.942,0.159715879,0.942,not restored,not restored
Ocln,M,-1.128756199,0.298,-0.439113005,1,-0.500483622,1,not restored,not restored
Ocrl,F,2.237399092,0.066,-0.008300005,1,-0.208748276,1,not restored,not restored
Ocrl,M,-0.538365903,0.612,0.325630991,1,-0.347919755,1,not restored,not restored
Ocstamp,F,-0.810729656,0.441,0.80183631,1,0.18629618,1,not restored,not restored
Ocstamp,M,0.115578801,0.911,1.994439806,0.226,0.90450939,0.788,not restored,not restored
Odad1,F,0.85912141,0.411,-1.155473664,0.678,-0.282101716,0.788,not restored,not restored
Odad1,M,-0.393049225,0.706,-0.095915831,1,0.619297276,1,not restored,not restored
Odad2,F,0.896059218,0.391,-0.095266783,1,-0.382434266,1,not restored,not restored
Odad2,M,0.379642949,0.712,-0.693991315,0.503,-2.236648088,0.15,not restored,not restored
Odad3,F,-0.570525528,0.581,-0.64321693,1,-1.303202285,0.666,not restored,not restored
Odad3,M,-0.601365057,0.569,0.092528196,1,0.664463625,1,not restored,not restored
Odad4,F,2.612341594,0.027,-1.373064864,0.412,-2.045139149,0.206,not restored,not restored
Odad4,M,-1.762772117,0.117,1.009807067,1,0.584250218,1,not restored,not restored
Odc1,F,0.551182794,0.6,2.338562514,0.083,3.70582124,0.014,not restored,not restored
Odc1,M,-1.601957808,0.15,1.458904307,0.552,1.463530398,0.552,not restored,not restored
Odf2,F,0.040682554,0.969,1.143169738,0.56,1.937573243,0.248,not restored,not restored
Odf2,M,1.670659135,0.136,0.622270008,1,0.123454341,1,not restored,not restored
Odf2l,F,2.039027585,0.077,0.296404358,1,-0.382111492,1,not restored,not restored
Odf2l,M,-0.064417338,0.95,-0.195458455,1,-0.548359662,1,not restored,not restored
Odf3b,F,-1.038108779,0.344,0.363240986,0.727,-0.983215803,0.708,not restored,not restored
Odf3b,M,1.383246935,0.207,-0.468559176,1,0.4840398,1,not restored,not restored
Odf3l2,F,-1.10340192,0.32,0.237232739,1,0.038954124,1,not restored,not restored
Odf3l2,M,1.480097768,0.193,-0.071980978,1,0.206763357,1,not restored,not restored
Odf4,F,1.795739944,0.105,-1.77460662,0.318,-1.154229787,0.55,not restored,not restored
Odf4,M,-0.516929348,0.62,-0.705399313,0.934,0.756475872,0.934,not restored,not restored
Odr4,F,1.74347866,0.134,0.371772814,0.915,-0.844163638,0.915,not restored,not restored
Odr4,M,-0.822629347,0.445,-0.032814274,1,-0.467591223,1,not restored,not restored
Ofd1,F,1.474142514,0.175,0.379799443,0.713,1.549862573,0.465,not restored,not restored
Ofd1,M,-0.712787479,0.495,-0.2010039,1,-0.069517857,1,not restored,not restored
Oga,F,2.198471957,0.074,0.016892444,1,0.891983175,1,not restored,not restored
Oga,M,-1.262913023,0.262,0.704272591,1,-0.046663154,1,not restored,not restored
Ogdh,F,1.513954384,0.181,-0.391585424,1,0.127760674,1,not restored,not restored
Ogdh,M,1.878228925,0.104,-1.621058723,0.274,0.28460758,0.782,not restored,not restored
Ogdhl,F,0.787608328,0.465,-0.601045877,1,-0.268371085,1,not restored,not restored
Ogdhl,M,-0.806780151,0.439,1.488520255,0.501,1.1017714,0.626,not restored,not restored
Ogfod1,F,1.483320083,0.197,0.14810764,1,-0.907350737,1,not restored,not restored
Ogfod1,M,-0.621709081,0.56,0.512454714,1,-0.396922047,1,not restored,not restored
Ogfod2,F,-1.368527981,0.228,1.685207589,0.378,1.219835526,0.52,not restored,not restored
Ogfod2,M,1.270863997,0.254,0.283821267,1,0.690629416,1,not restored,not restored
Ogfod3,F,-0.783365099,0.467,2.052535697,0.257,1.555531875,0.308,not restored,not restored
Ogfod3,M,0.807690716,0.445,0.013261774,1,0.309001788,1,not restored,not restored
Ogfr,F,-1.142202776,0.304,1.570824653,0.324,3.480769386,0.024,not restored,not restored
Ogfr,M,1.175515531,0.284,-0.096591493,0.925,0.989409445,0.774,not restored,not restored
Ogfrl1,F,1.857606463,0.11,-0.397542964,1,0.168799524,1,not restored,not restored
Ogfrl1,M,-0.854374206,0.424,0.470442654,1,0.008781029,1,not restored,not restored
Ogg1,F,0.332765501,0.75,-0.928577063,0.744,-3.623534468,0.022,not restored,not restored
Ogg1,M,2.151505863,0.069,-1.239747847,0.732,-0.276116003,0.788,not restored,not restored
Ogn,F,1.581613986,0.146,-2.30958212,0.132,-0.695749281,0.502,not restored,not restored
Ogn,M,-1.611415804,0.152,1.83485124,0.336,0.174601419,0.865,not restored,not restored
Ogt,F,2.842922336,0.03,-0.170890515,0.868,-1.449763232,0.591,not restored,not restored
Ogt,M,-0.355903872,0.734,0.066498882,0.949,-0.844702832,0.936,not restored,not restored
Oip5,F,-1.89276687,0.09,1.873382043,0.182,2.382218732,0.124,not restored,not restored
Oip5,M,0.361287649,0.725,2.204127913,0.157,-0.555629557,0.593,not restored,not restored
Ola1,F,1.388243094,0.211,0.243019046,0.813,1.736239473,0.342,not restored,not restored
Ola1,M,-0.073814344,0.944,-1.221053215,0.78,-0.729036396,0.968,not restored,not restored
Olfm1,F,1.097480094,0.317,-0.90696328,0.698,1.001104008,0.698,not restored,not restored
Olfm1,M,1.018538797,0.333,-0.550044609,0.656,1.031309293,0.656,not restored,not restored
Olfm2,F,-0.675027165,0.525,0.323780583,0.754,1.443788283,0.489,not restored,not restored
Olfm2,M,1.13916926,0.294,0.213272819,0.918,1.080004846,0.918,not restored,not restored
Olfm3,F,1.574533794,0.172,-0.487318279,1,-0.357743415,1,not restored,not restored
Olfm3,M,-0.844523081,0.434,0.068823875,1,-0.126969172,1,not restored,not restored
Olfm4,F,0.104757785,0.92,-0.369726658,1,0.283638248,1,not restored,not restored
Olfm4,M,-0.176177476,0.864,-1.103713726,0.891,-0.088743375,1,not restored,not restored
Olfml1,F,2.497156968,0.032,-0.809955169,0.876,0.35340914,0.876,not restored,not restored
Olfml1,M,-1.349018855,0.217,0.170035082,1,-0.28349424,1,not restored,not restored
Olfml2a,F,0.659719523,0.536,-2.022263506,0.213,-0.299688101,0.771,not restored,not restored
Olfml2a,M,-0.501644239,0.627,0.550758902,1,1.151306264,0.834,not restored,not restored
Olfml2b,F,-0.427215607,0.678,0.125089532,1,-0.336307446,1,not restored,not restored
Olfml2b,M,-0.587861452,0.577,0.322626617,1,0.251978121,1,not restored,not restored
Olfml3,F,1.684206912,0.141,-2.309216721,0.158,-1.561342301,0.302,not restored,not restored
Olfml3,M,-0.0791295,0.939,-1.561645149,0.31,0.924365169,0.38,not restored,not restored
Olig1,F,-0.020361603,0.984,0.350860427,1,0.340812415,1,not restored,not restored
Olig1,M,2.109481096,0.079,-0.267203533,0.838,0.84380251,0.838,not restored,not restored
Olig2,F,0.093582189,0.928,1.302857452,0.684,0.940290415,0.738,not restored,not restored
Olig2,M,1.85317702,0.098,1.254355634,0.66,1.317851757,0.66,not restored,not restored
Oma1,F,1.561284102,0.15,-0.552064761,1,-1.269017441,0.762,not restored,not restored
